item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
Veet Hair Removal Cream For Men, 5 Min Sensitive Skin, Hair Removal Gel For Body, Chest & Back, Dermatologically Tested, 13.5 FL OZ w/ Spatula	Discover the power of Veet Men's Hair Removal Gel Cream, the ultimate solution for effortless and effective hair removal. Designed specifically for men, this advanced formula delivers smooth, touchably soft skin in just minutes. With Veet's hair removal cream, you can confidently tackle unwanted hair on various body parts, including the chest, back, legs, and arms. Say goodbye to the hassle of shaving or painful waxing, and embrace the convenience and effectiveness of Veet. Our dermatologically-tested gel cream has been formulated for sensitive skin. Experience the freedom of long-lasting smoothness and confidently show off your well-groomed look.	0519A7T8CO3	PB-50013	19.99	662	2023-05-19 01:37:22 PDT		y	1			11				B09321LDK8						B09321LDK8			0	DEFAULT	Migrated Template	Active
Veet Sensitive Skin Dermatologically Tested 13.5 Fl Oz. 5 Min Men's Hair Removal Gel Cream with Spatula For Body, Chest & Back (2 Pack)	Discover the power of Veet Men's Hair Removal Gel Cream, the ultimate solution for effortless and effective hair removal. Designed specifically for men, this advanced formula delivers smooth, touchably soft skin in just minutes. With Veet's hair removal cream, you can confidently tackle unwanted hair on various body parts, including the chest, back, legs, and arms. Say goodbye to the hassle of shaving or painful waxing, and embrace the convenience and effectiveness of Veet. Our dermatologically-tested gel cream has been formulated for sensitive skin. Experience the freedom of long-lasting smoothness and confidently show off your well-groomed look.	0613A5HDMO2	PB-50013-2PK	24.99	331	2023-06-13 11:15:39 PDT		y	3			11				B0C7XJYWQH						810104811521			0	DEFAULT	Migrated Template	Active
Clearasil Ultra Rapid Action Gel - Salicylic Acid Skin Moisturizer for Adults, Exfoliating & Smoothing, 25ml	Clearasil Rapid Spot Treatment Cream is your one-stop solution to open blocked pores and reduce pimple size and redness within four hours to give you clear beautiful skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. Clearasil cream always provides deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The spot treatment cream starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This rapid-action cream absorbs quickly into the skin and penetrates your pores to fight breakouts. The cream is designed to use only for acne medication. How To Use: Apply Clearasil Rapid Spot Treatment Cream directly onto the affected area and blend into the skin. Apply on the spot as and when needed. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers, and parents to help counter all types of harassment	0526AS8S1O4	PB-50016	12.59	425	2023-05-26 01:11:18 PDT		y	1			11				B001AUHG42						B001AUHG42			0	DEFAULT	Migrated Template	Active
Clearasil Rapid Rescue Acne Spot Treatment Cream, 1 oz (Pack of 5)	Clearasil Rapid Spot Treatment Cream is your one-stop solution to open blocked pores and reduce pimple size and redness within four hours to give you clear beautiful skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. Clearasil cream always provides deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The spot treatment cream starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This rapid-action cream absorbs quickly into the skin and penetrates your pores to fight breakouts. The cream is designed to use only for acne medication. How To Use: Apply Clearasil Rapid Spot Treatment Cream directly onto the affected area and blend into the skin. Apply on the spot as and when needed. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers, and parents to help counter all types of harassment	0526AS4MIC6	PB-50016-5PK	44.99	85	2023-05-26 01:12:55 PDT		y	1			11				B017MQJBTA						B017MQJBTA			0	DEFAULT	Migrated Template	Active
Clearasil Ultra Rapid Action Vanishing Treatment Cream, 1 oz. (Pack of 6)	Clearasil Rapid Spot Treatment Cream is your one-stop solution to open blocked pores and reduce pimple size and redness within four hours to give you clear beautiful skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. Clearasil cream always provides deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The spot treatment cream starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This rapid-action cream absorbs quickly into the skin and penetrates your pores to fight breakouts. The cream is designed to use only for acne medication. How To Use: Apply Clearasil Rapid Spot Treatment Cream directly onto the affected area and blend into the skin. Apply on the spot as and when needed. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers, and parents to help counter all types of harassmen`t	0526ASBY91G	PB-50016-6PK	51.99	70	2023-05-26 01:14:13 PDT		y	1			11				B00LT3CQZE						B00LT3CQZE			0	DEFAULT	Migrated Template	Active
Veet Sensitive Formula with Aloe Vera In Shower 13.5 Fl Oz. Hair Removal Cream for Legs & Body	Veet Botanic Inspirations In Shower Cream Hair Remover works close to the root even on short hair, giving you smoothness that stays smoother for longer than shaving. It can remove hair in as little as 5 mins. The product has been designed to fit in with your busy routine: with a special combination of water-resisting ingredients, it works while you shower so you can get on with your day. What''s more our Botanic Inspirations formula is contains naturally sourced aloe vera. It works close to the root, even on short hair, to leave skin moisturized and feeling touchably soft.	0621AU2X7JJ	PB-50017	17.74	2431	2023-06-21 12:42:34 PDT		y	1			11				B01LZKWR3S						B01LZKWR3S			0	DEFAULT	Migrated Template	Active
Veet Sensitive Formula with Aloe Vera In Shower 13.5 Fl Oz. Hair Removal Cream for Legs & Body (2 Pack)	Veet Botanic Inspirations In Shower Cream Hair Remover works close to the root even on short hair, giving you smoothness that stays smoother for longer than shaving. It can remove hair in as little as 5 mins. The product has been designed to fit in with your busy routine: with a special combination of water-resisting ingredients, it works while you shower so you can get on with your day. What''s more our Botanic Inspirations formula is contains naturally sourced aloe vera. It works close to the root, even on short hair, to leave skin moisturized and feeling touchably soft.	0621AU2X7QE	PB-50017-2PK	24.99	1215	2023-06-21 12:43:32 PDT		y	1			11				B01LXYDELP						B01LXYDELP			0	DEFAULT	Migrated Template	Active
Veet Sensitive Formula with Aloe Vera In Shower 13.5 Fl Oz. Hair Removal Cream for Legs & Body (3 Pack)	Veet Botanic Inspirations In Shower Cream Hair Remover works close to the root even on short hair, giving you smoothness that stays smoother for longer than shaving. It can remove hair in as little as 5 mins. The product has been designed to fit in with your busy routine: with a special combination of water-resisting ingredients, it works while you shower so you can get on with your day. What''s more our Botanic Inspirations formula is contains naturally sourced aloe vera. It works close to the root, even on short hair, to leave skin moisturized and feeling touchably soft.	0621AU1P3HE	PB-50017-3PK	40.98	810	2023-06-21 12:44:08 PDT		y	1			11				B01LZKWJZ3						B01LZKWJZ3			0	DEFAULT	Migrated Template	Active
Veet Sensitive Formula with Aloe Vera In Shower 13.5 Fl Oz. Hair Removal Cream for Legs & Body (6 Pack)	Veet Botanic Inspirations In Shower Cream Hair Remover works close to the root even on short hair, giving you smoothness that stays smoother for longer than shaving. It can remove hair in as little as 5 mins. The product has been designed to fit in with your busy routine: with a special combination of water-resisting ingredients, it works while you shower so you can get on with your day. What''s more our Botanic Inspirations formula is contains naturally sourced aloe vera. It works close to the root, even on short hair, to leave skin moisturized and feeling touchably soft.	0621ATXWX2N	PB-50017-6PK	72.24	405	2023-06-21 12:45:48 PDT		y	1			11				B01LZKWJCB						B01LZKWJCB			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5in1 Spot Treatment Cream, 1 oz	Clearasil Rapid Spot Treatment Cream is your one-stop solution to open blocked pores and reduce pimple size and redness within four hours to give you clear beautiful skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. Clearasil cream always provides deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The spot treatment cream starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This rapid-action cream absorbs quickly into the skin and penetrates your pores to fight breakouts. The cream is designed to use only for acne medication. How To Use: Apply Clearasil Rapid Spot Treatment Cream directly onto the affected area and blend into the skin. Apply on the spot as and when needed. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers, and parents to help counter all types of harassment	0511AKNI3IO	PBH-5000	11.99	5451	2023-05-11 13:50:26 PDT		y	1			11				B000YJ9LKM						B000YJ9LKM			0	DEFAULT	Migrated Template	Active
Clearasil Ultra Daily Face Wash 6.78 oz(Pack of 6)	Clearasil Rapid Rescue Deep Treatment Wash is your one stop solution to open blocked pores and reduce pimple size and redness in as fast as 12 hours to give you a clear beautiful skin. The acne treatment face wash comes with Salicylic Acid Acne Medication that clears existing pimples and prevent future breakouts. Clearasil always provide deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The acne face wash starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This face wash cleans, removes dirt and oil and is suitable for daily use. The acne cleanser keeps treating pimples even after use. How To Use: Apply Clearasil Rapid Rescue Wash on wet face. Massage gently onto neck and face with fingertips, avoiding the delicate eye area. Rinse thoroughly with warm water. Pat dry. Warning: Avoid contact with eyes and mouth. Skin irritation and dryness is more likely to occur if you use another topical acne medication at the same time (if irritation occurs, only use one topical acne medication at a time). Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	0511AL2RDTZ	PBH-50003-6PK	44.19	19	2023-05-11 13:50:26 PDT		y	1			11				B00X8K76SS						B00X8K76SS			0	DEFAULT	Migrated Template	Active
Clearasil Ultra Rapid Action Pads - 0.46 oz - 90 ct	Clearasil Rapid Rescue Deep Treatment Pads is your one-stop solution to open blocked pores and reduce pimple size and redness in as fast as four hours. The pads start working instantly to deliver maximum strength medicine deep into pores for visibly clearer skin. These acne wipes are scientifically formulated with 2% Salicylic Acid acne medication in an exfoliating action pad that cleanses skin and helps reduce the appearance of acne. Clearasil Rapid Rescue pads always provide deep cleansing by tackling pimples above and below the skin surface for radiant skin. The medicated acne pads provide quick relief from pimples which can be used every day in the morning & evening for visibly clearer skin. How To Use: Just take a pad from Clearasil Rapid Rescue Deep Treatment Pads and wipe it across your face and neck. When done, just toss it in the dustbin. Use as directed. Warning: Avoid contact with eyes. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	0511AKUO5IK	PBH-50006	12.69	2	2023-05-11 13:50:26 PDT		y	1			11				B00RDB7NRM						B00RDB7NRM			0	DEFAULT	Migrated Template	Active
Veet Botanic Inspirations Gel Cream Legs & Body, 6.78 oz		0511AKNFH7Y	PBH-50007	12.09	340	2023-05-11 13:50:26 PDT		y	1			11				B00DTC0CL8						B00DTC0CL8			0	DEFAULT	Migrated Template	Active
Hair Remover, Veet Gel Hair Removal Cream Sensitive, 13.5 Ounce, Sensitive formula with Aloe Vera and Vitamin E (pack of 1)		0511AKT13V6	PBH-50008	17.48	3259	2023-05-11 13:50:26 PDT		y	1			11				B001KYPZ4G						B001KYPZ4G			0	DEFAULT	Migrated Template	Active
Hair Removal Cream â€“ VEET Silk and Fresh Technology Legs & Body Gel Cream Hair Remover, Sensitive Formula with Aloe Vera and Vitamin E, Pump Bottle, 13.5 Fl Oz (Pack of 2)		0511AKV4C72	PBH-50008-2PK	27.69	1629	2023-05-11 13:50:26 PDT		y	1			11				B01FXMNQM8						B01FXMNQM8			0	DEFAULT	Migrated Template	Active
Hair Removal Cream â€“ VEET Silk and Fresh Technology Legs & Body Gel Cream Hair Remover, Sensitive Formula with Aloe Vera and Vitamin E, Pump Bottle, 13.5 Fl Oz (Pack of 2)		0511AHL58EA	PBH-50008-2PK-FBA	23.69		2023-05-10 17:17:37 PDT		y	1			11				B01FXMNQM8						B01FXMNQM8				AMAZON_NA	Migrated Template	Active
Veet Gel Hair Remover Cream, Sensitive Formula, 13.5 oz (Pack of 6)		0511AKNCT4V	PBH-50008-6PK	62.49	543	2023-05-11 13:50:26 PDT		y	1			11				B01LYXCQBL						B01LYXCQBL			0	DEFAULT	Migrated Template	Active
Veet Leg and Body Hair Remover Cold Wax Strips, 40 ct		0511AKQ5NJG	PBH-50010	12.99	3109	2023-05-11 13:50:26 PDT		y	1			11				B071F2PFHR						B071F2PFHR			0	DEFAULT	Migrated Template	Active
Veet Leg & Body Hair Removal Kit- Sensitive Formula, Ready-to-use Cold Wax Strips, Shea Butter & Acai Fragrance, 40 Count (Pack of 2)		0511AKSWH0D	PBH-50010-2PK	19.89	1555	2023-05-11 13:50:26 PDT		y	1			11				B00XAQ0XDU						B00XAQ0XDU			0	DEFAULT	Migrated Template	Active
Veet Leg & Body Hair Removal Kit- Sensitive Formula, Ready-to-use Cold Wax Strips, Shea Butter & Acai Fragrance, 40 Count (Pack of 2)		0613A5URCJF	PBH-50010-2PK-FBA	18.45		2023-06-13 15:31:02 PDT		y	1			11				B00XAQ0XDU						B00XAQ0XDU				AMAZON_NA	Migrated Template	Active
Scalpicin Max Strength Scalp Itch Treatment, 1.5 oz.	Scalpicin Maximum Strength contains 1% hydrocortisone Anti-Itch Liquid. The clear, non-greasy liquid is fast acting and easy to use. It's enhanced formula helps improve scalp condition and makes hair easier to comb. Scalpicin Maximum Strength Helps relieve Scalp Itch associated with Psoriasis, seborrheic Dermatitis, and Eczema. Get quick relief when aggravating scalp itch flares up.	0526AS24G6Y	PBH-50011	12.19	2258	2023-05-26 01:00:59 PDT		y	1			11				B000095SDS						B000095SDS			0	DEFAULT	Migrated Template	Active
Scalpicin Scalp Itch Relief, 1.5 fl Oz. Maximum Strength (Pack of 2)	Scalpicin Maximum Strength contains 1% hydrocortisone Anti-Itch Liquid. The clear, non-greasy liquid is fast acting and easy to use. It's enhanced formula helps improve scalp condition and makes hair easier to comb. Scalpicin Maximum Strength Helps relieve Scalp Itch associated with Psoriasis, seborrheic Dermatitis, and Eczema. Get quick relief when aggravating scalp itch flares up.	0526AS43V1I	PBH-50011-2PK	18.69	1129	2023-05-26 01:02:27 PDT		y	1			11				B001G7Q6MW						B001G7Q6MW			0	DEFAULT	Migrated Template	Active
Clearasil Ultra Rapid Action Vanishing Treatment Cream, 1 oz	Clearasil Rapid Spot Treatment Cream is your one-stop solution to open blocked pores and reduce pimple size and redness within four hours to give you clear beautiful skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. Clearasil cream always provides deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The spot treatment cream starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This rapid-action cream absorbs quickly into the skin and penetrates your pores to fight breakouts. The cream is designed to use only for acne medication. How To Use: Apply Clearasil Rapid Spot Treatment Cream directly onto the affected area and blend into the skin. Apply on the spot as and when needed. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers, and parents to help counter all types of harassment	0526AS4LDBJ	PBH-50016	12.59	425	2023-05-26 01:16:21 PDT		y	1			11				B009OCBQHQ						B009OCBQHQ			0	DEFAULT	Migrated Template	Active
Veet In Shower Hair Removal Cream, Botanic Inspirations, Legs & Body, 400 ml (Pack of 3)		0621AU1NG1S	PBH-50017-3PK	40.98	810	2023-06-21 12:45:02 PDT		y	1			11				B06Y1V8Q2K						B06Y1V8Q2K			0	DEFAULT	Migrated Template	Active
Clearasil Overnight Spot Patches, Advanced Healing Hydrocolloid Acne Pimple Treatment, Blemish Spot Stickers for Face, 18 Count (Pack of 8)	Clearasil Overnight Spot Patches is your one-stop solution to reduce the appearance of acne and pimples and give you clear skin. This spot treatment patch creates the perfect environment for the skin to heal faster. It works by sealing spot to prevent bacteria from entering and absorbs spot secretion on the skin. Due to the moist healing environment, these acne patches reduce the risk of scarring, preventing you from touching the pimple and making it worse. The acne spot treatment patch is non-drying and can be left on pimples overnight. How To Use: Clean the skin and cover the affected area with a Clearasil Spot Patch and leave on overnight. Remove Clearasil Acne Spot Treatment Patch by extending the borders slowly away from the skin. Cleanse and dry the affected area. Warning: Do not exceed the total application time of the patch. Avoid contact with eyes, lips, and mouth. If contact occurs, rinse thoroughly with water. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF4RERI	PBP-50001-8PK	66.99	681	2023-12-07 17:16:28 PST		y	1			11				B0C156472F						B0C156472F			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5in1 Spot Treatment Cream, Maximum Strength, Benzoyl Peroxide Acne Medication, Fights Blocked Pores, Pimple Size, Excess Oil, Acne Marks & Blackheads, 1 oz (Pack of 12)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1222AH00X2D	PBP-50002-12PK	66.99	7	2023-12-21 17:29:33 PST		y	1			11				B01IADVGH4						B01IADVGH4			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5 in 1 Spot Treatment Cream, 1 oz (Pack of 2)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF1D5ML	PBP-50002-2PK	15.39	47	2023-12-07 17:17:17 PST		y	1			11				B00E4MLC34						B00E4MLC34			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream with Benzoyl Peroxide Acne Medication to Clear Acne, 1 Ounce (Pack of 3)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF3Z5VP	PBP-50002-3PK	20.99	31	2023-12-07 17:17:59 PST		y	1			11				B001U0OQNG						B001U0OQNG			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5in1 Spot Treatment Cream, Maximum Strength, Benzoyl Peroxide Acne Medication, Fights Blocked Pores, Pimple Size, Excess Oil, Acne Marks & Blackheads, 1 oz (Pack of 4)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1222AGZK3FJ	PBP-50002-4PK	25.39	23	2023-12-21 17:20:39 PST		y	1			11				B01IADV7V4						B01IADV7V4			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5in1 Spot Treatment Cream, Maximum Strength, Benzoyl Peroxide Acne Medication, Fights Blocked Pores, Pimple Size, Excess Oil, Acne Marks & Blackheads, 1 oz (Pack of 5)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF1WZI1	PBP-50002-5PK	40.99	18	2023-12-07 17:18:34 PST		y	1			11				B01IADV8WW						B01IADV8WW			0	DEFAULT	Migrated Template	Active
Clearasil Stubborn Acne Control 5 in 1 Spot Treatment Cream, 1 oz (Pack of 6)	Clearasil Stubborn 5-in-1 spot treatment cream is your one-stop solution to target the 5 stubborn signs of acne and give you visibly clearer skin. It helps in fighting blocked pores, pimple size, excess oil, acne marks and blackheads for clear skin. The acne treatment cream comes with Benzoyl Peroxide Acne Medication that clears existing pimples and helps prevent new ones from forming. This Clearasil cream provides deep cleansing by tackling pimples above and below the skin surface. It gives you maximum strength medication for 24 hours by penetrating your pores; so you can live a carefree life today and tomorrow. The cream is designed to use for acne. How To Use: Cover the entire affected area with a thin layer of Clearasil Stubborn Acne Control 5-in-1 Spot Treatment Cream, start with one application daily, then gradually increase to two or three times daily if needed or as directed by the doctor. Warning: Do not use if you have very sensitive skin or are sensitive to benzoyl peroxide. Avoid unnecessary sun exposure and use sunscreen, avoid contact with eyes, lips, and mouth. Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF0ZO4T	PBP-50002-6PK	40.99	15	2023-12-07 17:19:11 PST		y	1			11				B00GC8H2W8						B00GC8H2W8			0	DEFAULT	Migrated Template	Active
Clearasil Rapid Rescue Deep Treatment Wash, 6.78 Fl Oz (Packaging May Vary) (Pack of 4)	Clearasil Rapid Rescue Deep Treatment Wash is your one stop solution to open blocked pores and reduce pimple size and redness in as fast as 12 hours to give you a clear beautiful skin. The acne treatment face wash comes with Salicylic Acid Acne Medication that clears existing pimples and prevent future breakouts. Clearasil always provide deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The acne face wash starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This face wash cleans, removes dirt and oil and is suitable for daily use. The acne cleanser keeps treating pimples even after use. How To Use: Apply Clearasil Rapid Rescue Wash on wet face. Massage gently onto neck and face with fingertips, avoiding the delicate eye area. Rinse thoroughly with warm water. Pat dry. Warning: Avoid contact with eyes and mouth. Skin irritation and dryness is more likely to occur if you use another topical acne medication at the same time (if irritation occurs, only use one topical acne medication at a time). Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1222AGZZKVP	PBP-50003-4PK	39.16	29	2023-12-21 17:22:10 PST		y	1			11				B06Y1SNSS6						B06Y1SNSS6			0	DEFAULT	Migrated Template	Active
Clearasil Rapid Rescue Deep Treatment Wash, 6.78 oz. (packaging may vary) (Pack of 6)	Clearasil Rapid Rescue Deep Treatment Wash is your one stop solution to open blocked pores and reduce pimple size and redness in as fast as 12 hours to give you a clear beautiful skin. The acne treatment face wash comes with Salicylic Acid Acne Medication that clears existing pimples and prevent future breakouts. Clearasil always provide deep cleansing by tackling pimples above and below the skin surface for rapid treatment. The acne face wash starts working instantly to deliver maximum strength medicine deep into pores so you can live a carefree life today and tomorrow. This face wash cleans, removes dirt and oil and is suitable for daily use. The acne cleanser keeps treating pimples even after use. How To Use: Apply Clearasil Rapid Rescue Wash on wet face. Massage gently onto neck and face with fingertips, avoiding the delicate eye area. Rinse thoroughly with warm water. Pat dry. Warning: Avoid contact with eyes and mouth. Skin irritation and dryness is more likely to occur if you use another topical acne medication at the same time (if irritation occurs, only use one topical acne medication at a time). Proud Partner of Stomp Out Bullying, the leading national non-profit organization in the country that raises awareness about bullying and provides resources for students, teachers and parents to help counter all types of harassment	1208AF17647	PBP-50003-6PK	44.19	19	2023-12-07 17:19:52 PST		y	1			11				B075LN155R						B075LN155R			0	DEFAULT	Migrated Template	Active
